Website,Description,ScrapedText,Keywords,UserIntentions,,,,,,,,,,,,,,,,,,,,,
https://www.coralgables.com/departments/InformationTechnology/cityapp,Freebee link to Apple and Google store,"Skip Navigation Click here for updates on the Coronavirus Disease (COVID-19) * Home * Twitter * Facebook * YouTube * Coral Gables TV * Nextdoor * Instagram * LinkedIn Search * I WANT TO + Prepare for Hurricanes + Contact Us + Sign Up for ENEWS + Commission and Boards o View CGTV Programming (Including City Commission Meetings) o Find Agendas/Minutes + Pay o Renew my Parking Permit o Pay A Bill o Pay a Parking Ticket + View Zoning Updates + Permits & Inspections o Submit a Police Off Duty Permit Application o Schedule a Building Inspection o View Todays Inspections o Apply for a Special Event or Film Permit + Search / Request Services o Request a Service o Search for a Police Record o Search for a Public Record o Request Public Records + File a Claim Form [PDF] + Apply for a Job + See the Current Budget [PDF] + Sign Up for a Recreation Class/Camp + Find / Report My Lost Pet + Have a Garage Sale + Donate to Coral Gables' Gifting Fund + Customer Portal - Lien Search Request * GOVERNMENT + City Commission o Mayor Raul Valdes-Fauli o Vice Mayor Vince Lago o Commissioner Jorge L. Fors, Jr. o Commissioner Patricia Keon o Commissioner Michael Mena + City Manager o Meet Peter Iglesias o Meet Eduardo Santamaria o Meet Naomi Levi Garcia o Meet Ombudsman Antonio Silio o Mission & Objectives o Administrative Orders o LGBTQ Services + City Attorney o Meet Miriam Soler Ramos o Meet Cristina M. Suárez o Meet Stephanie M. Throckmorton o Meet Gustavo J. Ceballos o Meet Naomi Levi Garcia o Documents & Legal Forms o Legal Opinions From the City Attorney's Office - Year 2018 - Year 2017 - Year 2016 - Year 2015 - Year 2014 - Year 2013 - Year 2012 - Year 2011 - Search On City Attorney Legal Opinions o Helpful Links & Pages o 2017 Election Sites [PDF] + City Clerk o Legislative Center/Agendas - City Attorney - City Clerk - City Commission - City Manager - Community Recreation - Development Services - Economic Development - Emergency Management - Finance - Fire Department - Historical Resources & Cultural Arts - Human Resources - Information Technology - Labor Relations and Risk Management - Office of Communications - Parking - Police - Procurement - Public Works o Lobbyists Registration - City Attorney - City Clerk - City Commission - City Manager - Community Recreation - Development Services - Economic Development - Emergency Management - Finance - Fire Department - Historical Resources & Cultural Arts - Human Resources - Information Technology - Labor Relations and Risk Management - Office of Communications - Parking - Police - Procurement - Public Works o City of Coral Gables Passport Acceptance Facility - City Attorney - City Clerk - City Commission - City Manager - Community Recreation - Development Services - Economic Development - Emergency Management - Finance - Fire Department - Historical Resources & Cultural Arts - Human Resources - Information Technology - Labor Relations and Risk Management - Office of Communications - Parking - Police - Procurement - Public Works o Public Notices - City Attorney - City Clerk - City Commission - City Manager - Community Recreation - Development Services - Economic Development - Emergency Management - Finance - Fire Department - Historical Resources & Cultural Arts - Human Resources - Information Technology - Labor Relations and Risk Management - Office of Communications - Parking - Police - Procurement - Public Works o Election Home - City Attorney - City Clerk - City Commission - City Manager - Community Recreation - Development Services - Economic Development - Emergency Management - Finance - Fire Department - Historical Resources & Cultural Arts - Human Resources - Information Technology - Labor Relations and Risk Management - Office of Communications - Parking - Police - Procurement - Public Works o City Clerk's Office Dashboard - City Attorney - City Clerk - City Commission - City Manager - Community Recreation - Development Services - Economic Development - Emergency Management - Finance - Fire Department - Historical Resources & Cultural Arts - Human Resources - Information Technology - Labor Relations and Risk Management - Office of Communications - Parking - Police - Procurement - Public Works o Coral Gables Memory + Annexation + State & Federal Representatives o Legislative Priorities + Finance o Financial Transparency o Financial Reporting & Operations o Management, Budget & Compliance o Collection o Customer Portal - Lien Search Request o Local Business Tax Online Renewal Service o Landscaper Registration o Garage Sales o Procurement o Open Solicitations o Online Services o Awards o Retirement + Labor Relations & Risk Management + Procurement o Contracts - Request to Qualify * RTQ 2017.02 - Awarded Contracts o Supplier Services o Open Solicitations o Procurement Links o Procurement Code (City Code Chapter 2 Article VIII) o Notices - Vendor Contributions - Cone of Silence Notices - Public Notices + Historical Resources & Cultural Arts o Public Art Program - AiPP Public Safety Building - Hank Willis Thomas - Projects - Public Art in Private Development - Sun Stories o Historic Preservation o Museums & Gardens + Human Resources o For City Employees - Wellness Newsletters o Recruitment & Selection o Job Descriptions o Job Openings + Office of Communications o COVID-19 Information Center o Coral Gables Television o Sign-up to Receive e-News o Facebook o Twitter o Public Input - Citizen Engagement o Useful Links & Services o UM Events for Residents o Preparing for Hurricanes + Information Technology o Smart City Hub o IT Strategic Plans [PDF] o Strategic Projects [PDF] o I.T. Documents o Smart Cities Competition o City Mobile Apps - Traffix Reporting App o GIS Services o Success Stories and Events o Awards o I.O.T Sensors o IT Divisions o Organization Chart [PDF] o E-Gov City Services - Online Services * Send a Request o Innovation Council o IT Policy [PDF] + Sister Cities * SERVICES + Coral Gables TV + Request a Service + Passport Services + Development Services o Agendas, Boards and Committees - Planning and Zoning Board Meetings - Board of Adjustment - Board of Architects Agendas - Code Enforcement Board Agendas - Construction Regulation Board - Development Review Committee Meeting Agendas - Special Master Agendas - Ticket Hearing Agenda o Applications, Forms & General Information o Expired Permits o Flood Protection - Recommended Publications and Important Links - Flood Insurance - Protect Your Property! - Prepare to Be Safe When It Floods! o Office Locations & Contact Information o Permits & Inspections o Today's Inspections o Building Division - Building Recertification - Contractor Registration Required Items - Outside Agency Approval - Mobile Permit Services [PDF] - Structural Peer Review [PDF] - Alternative Plan Review and Inspection - Building and Electrical Permits Required for Special Events and Temporary Installations o Code Enforcement Division - Customer Portal - Lien Search Request - Code Enforcement Staff - Educational Handouts / Additional Information o Planning and Zoning Division - Board of Architects - Comprehensive Plan - Concurrency - Current Projects - Development Review Committee * Development Review Committee Meeting Agendas - Planning and Zoning Applications/Forms - Planning and Zoning Board Meetings - LAND USE AND ZONING MAPS - Starting a Business in Coral Gables - Zoning Code o Customer Portal - Lien Search Request + Public Safety + Police Department o Resident Resources - Coral Gables Pal o Police Alert Registration o Police Districts & Area Maps [PDF] o Police Chief's Message o Police Divisions - Uniform Patrol Division - Technical Services Division - Specialized Enforcement Division - Criminal Investigations Division - Profesional Standards Division o Crime Prevention - Crime Prevention Service Request - Crime Prevention Videos o Careers With CGPD o Neighborhood Team Policing Concept + Fire Department o CPR & AED Certification o Applications / Forms o Community Services o Contact, Location & Hours o Fire Divisions o Public Service Announcements o Related Links o Statistics o Notice of Privacy Practices o Fire Cadet Program + Parking Department o Pay your Parking Ticket Here ! o Coral Gables Trolley App o Coral Gables ParkMe Map o Coral Gables Trolley Information [PDF] o Online Parking Permit Renewals o Pay by Phone Registration/Sign in + Public Works o Automotive Division o Engineering Division o Garbage and Trash Collection o Recycling o Landscape Services o Street/Waterway Maintenance o Sustainable Public Infrastructure Division - Transportation * Pedestrian Awareness Campaign * Bicycling Coral Gables + Bicycle Map + Become a Bicycle Friendly Business + Free Bike Racks for Businesses + Bike Events + Bike Parking + Bike Tours + Bike Organizations + Bicycling Spotlight + Bicycling Laws and Safety + Local Bike Shops * PARK(ING) Day * Projects + Biltmore Way Complete Streets + Alhambra Circle Complete Streets Project + Intersection Improvement Project + Multi-Modal Plan + Traffic Calming * Dockless Mobility * Traffic Impact Studies * Neighborhood Enhancement Program - Biltmore Way Complete Streets - Facilites - Environmental Initiatives * Composting * Fertilizers * Earth Month * Electric Vehicles and Charging Stations * Expanded Polystyrene * Green Business * Green Building * Green Map * Household Hazardous Waste Collection Events * Keep Coral Gables Beautiful * King Tides * Mayors Challenge * PACE * Plastic Bags * Prescription Drug Disposal Program * Reduce Your Carbon Footprint * Sea Level Rise * Sustainability Advisory Board * Sustainability Management Plan * Skip The Straw * Solar * Water Conservation + ADA / Title VI / Non-Discrimination + Newsletter Signup + Pay A Bill + Useful Links & Services + Mobile App * COMMUNITY + Community Recreation o Reopening Coral Gables Parks o Play Gables At Home o Parks & Recreation o Living in the City Beautiful Magazine - Previous Publications o Online Registration o Accessible Recreation o Youth Center - Young Viejos Softball League - Party! At the Youth Center - Memberships - After School Care - Athletics - Bricks 4 Kidz - Fitness & Welness - Gymnastics - History of the Youth Center o Venetian Pool - Romance Under the Stars - Rates & Requirements - Venetian Pool History - Spring Break Camps - Party! At the Venetian Pool - Facility Rentals - Venetian Pool Film & Photo Permits - Concessions Menu - Location - Venetian Pool Summer Programs o Tennis - Membership Rates - Riviera Country Club Tennis - Tennis Programs - William H. Kerdyk Sr Biltmore Tennis Center - Salvadore Tennis Center o Golf - Riviera Country Club Golf - Biltmore Golf Course - Biltmore Miami Summer Camps - Granada Golf Course o Adult 50+ Services - Social Services for Seniors o Parks and Open Spaces Inventory o Park Rentals o Pet Waste Stations o Events & Media Permits - Film Permit Fees o Employees o Community Recreation Master Plans o Parks Projects + Cultural Arts o City Culture - Cultural Centers - Theatre/ Musical / Cinema - Museums & Gardens - Galleries o Public Art Program - AiPP Public Safety Building - Hank Willis Thomas - Projects - Public Art in Private Development - Giralda Sky o Cultural Grants - Cultural Grants Final Report - Cultural Grants Workshop + Coral Gables Merrick House + Coral Gables Streetscape + Schools o Higher Education o Public Schools o Private Schools o Day Schools + Coral Gables Branch Library + UM Events for Residents + City Street Map [PDF] + Demographic Data + Weather + Keep Coral Gables Beautiful + Coral Gables Congregational Church * VISITING + Bicycling Coral Gables o Bicycling Laws and Safety o Free Bike Racks for Businesses o Bicycle Paths o Bike Parking o Bicycling Programs o Become a Bicycle Friendly Business o Projects o Local Bike Shops o Bike Tours o Bike Organizations o Transportation Advisory Board o Bicycling Spotlight + About Coral Gables + Visit Coral Gables + Coral Gables Parks + Venetian Pool + Attractions o Discover Coral Gables Video o Where To Go o Where to Shop o Where to Stay o Where to Park o Places of Worship o Weather o Ride Freebee o Ride the Coral Gables Trolley [PDF] o Attractions & Business Directory Search o City Culture o Tennis o Golf + Coral Gables Merrick House + De Soto Fountain * BUSINESS + Demographic Data + Starting a Business in Coral Gables + Economic Development o Traffic Count Data o Economic Overview o Consular Corps o Miracle Mile & Giralda Ave. + Business Improvement District + Chamber of Commerce + Historic Granada Entrance * DIRECTORY + Coral Gables City Commission + Coral Gables City Manager + Coral Gables City Attorney + Coral Gables City Clerk + Development Services + Economic Development + Finance + Procurement + Historical Resources & Cultural Arts + Human Resources + Information Technology + Labor Relations & Risk Management + Office of Communications + Parking Department + Community Recreation + Police Department + Fire Department + Public Works + City Organizational Chart [PDF] + Contact Us Information Technology Smart City Hub IT Strategic Plan Strategic Projects I.T. Documents Business Technology Webinar Smart Cities Competition City Mobile Apps GIS Services IT Success Stories and Events Awards IOT Sensors IT Divisions Organization Chart E-Gov City Services Innovation Council IT Policy Contacts Contact Information 2801 Salzedo Street Coral Gables, FL 33134 Get Directions 305-569-CGIT City Mobile Apps Home > Departments > Information Technology > City Mobile Apps Click here to access the App Store on the Coral Gables Smart City Hub Coral Gables has a mobile app that provides anytime, anywhere access to the City's programs and services. Make a service request and track it, report a pothole or light outage -- and include a photo and location. The app also makes it convenient to find the nearest parking spot, or search one of the hundreds of places in the City to dine, shop or catch a show -- plus much more . See instructions below to download. Watch a brief video. Coral Gables City App Creative: DesignHouse Digital Agency NOTE: iOS may block the above link. Instead, please search the App Store for ""City of Coral Gables"" Other Mobile Apps: Coral Gables Traffix Report chronic Traffic issues In-telligent Receive public safety alerts ParkMe Find parking PayByPhone Pay for parking ETASpot Catch the Coral Gables Trolley Freebee Ride Free around Downtown Coral Gables Contact Us Coral Gables City Hall 405 Biltmore Way Coral Gables, FL 33134 Tel: 305-446-6800 Fax: 305-460-5371 Hearing or Speech Impaired Telecommunication: TTY/TDD: 305-442-1600 Contact Us FAQ Links * How Do I? * About Coral Gables Site Links * Home * Terms of Use and Privacy Policy * Accessibility * Site Map powered by EvoGov",,,,,,,,,,,,,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.GeoARGames.MagicalPark2&amp;hl=en_US,Magical Park app,"Sign in Hidden fields Search * Apps + My apps + Shop + Games + Family + Editors' Choice * Movies + My movies + Shop + Family + Studios * Books + My books + Shop + Audiobooks * Entertainment * Account * Payment methods * My subscriptions * Redeem * Buy gift card * My wishlist * My Play activity * Parent Guide * Categories + Home Top charts New releases Magical Park Geo AR Games LtdAdventureAction & Adventure Everyone Family Friendly 15 Add to Wishlist Install Roam with dinosaurs or robots, collect cute kittens in a fairyland or train a dragon in your local park. Learn how the basics of recycling in a fairy world and help keep your park clean. Magical Park only works in activated park spaces your local council has subscribed to. Find your nearest Magical Park via the map provided inside the game (the game map only shows activated parks within a 50km radius). Get off the couch and active outside and discover the magic that’s hiding in your local park! BENEFITS • FREE to play • No In-App Purchases • No In-App Advertising • Gets players to run on average for 1.45km during 45min of gameplay • Low mobile data use (3-10MB per game world) HOW TO PLAY Download Magical Park at home to ensure your device is compatible. Your mobile device needs to have 4 in-built sensors: GPS, Accelerometer, Gyroscope and a Compass and mobile data or Wifi. Go to your nearest Magical Park (Check inside the app on the map) and walk to the pink marker on your game map screen. The marker will turn into a yellow portal when you are close enough to the park centre. Make sure you follow the calibration instructions and spin your device at least twice around each of its 3 axes. Repeat anytime if you feel the rotation of the device isn’t quite right. Your GPS accuracy may be initially too low. Once your GPS accuracy is below 15m, you are safe to play in the park. If your GPS was turned off or is set to low accuracy, it can take 5-10min to warm up within a 15m GPS accuracy reading. HOW TO WIN The more you play and run around, the faster you level up and gain more team members. Send your team members on missions and unlock access to your Dragon’s Den to raise your very own Dragonling! CONTACT US For more information or support, please visit http://www.magicalpark.net or https://www.geoargames.com/magical-park-support Email us at support@geoargames.com. Please include your device, make and model. FOLLOW US * Facebook https://www.facebook.com/MagicalPark * Twitter #GeoARGames * YouTube https://goo.gl/7UzTTc * Website www.magicalpark.net Read more Collapse Reviews Review policy and info 3.5 15 total 5 4 3 2 1 BugzFilms September 20, 2019  1  Can't get past the loading screen. At least my kids had fun playing on the park equipment Paul S December 2, 2017  5  Very inaccurate. You're in the middle of the world and then a metre later you're out of bounds. Scott S October 6, 2017  8  This app had the kids walking around Onepoto Domain in small circles. It lead them across the car park (definitely not safe) and constantly towards the lake edge. Bit of a fail. Geo AR Games Ltd October 6, 2017 Hi Scott. Thanks for your feedback! The GPS accuracy on any given day can cause variations in location. Click on the little dragon in the lower right corner to use the ""teleport"" feature while in the centre of the park. This keeps the game content in the safest location. We hope this tip will help you have a better experience next time. A Google user October 14, 2017  3  I really like the concept, however the implementation needs quite a bit of work. Geo AR Games Ltd October 14, 2017 Thanks for taking the time to provide some feedback! We're always keen to hear ideas about how we can improve the experience. We would love to hear from you any suggestions/comments you're willing to share at support@geoargames.com. Read All Reviews What's New Improved GPS accuracy. Added 2D ""Flap your wings"" game to the portal. Read more Collapse Additional Information Updated October 29, 2020 Size 89M Installs 1,000+ Current Version 2.7.0 Requires Android 4.4 and up Content Rating Everyone Learn more Permissions View details Report Flag as inappropriate Offered By Geo AR Games Ltd Developer Visit website support@geoargames.com Privacy Policy 1306 Huia Rd, Huia, Auckland 0604 More by Geo AR Games Ltd See more Magical AR Christmas Geo AR Games Ltd This AR Christmas game is linked to posters participating Cities made available ©2021 Google Site Terms of ServicePrivacyDevelopersAbout Google | Location: Mexico Language: English (United States) All prices include VAT. By purchasing this item, you are transacting with Google Payments and agreeing to the Google Payments Terms of Service and Privacy Notice .",,,,,,,,,,,,,,,,,,,,,,,
https://en.actionbound.com/download/,Actionbound app,"Preparing download Public BoundsCreate Bound Not logged in Log inSign Up Public BoundsCreate Bound Not logged in Log inSign Up Language Deutsch English Download Download the current version of the Actionbound app for free Apple iOS iOS 11 or later • iPhone • iPad • iPod App Store Google Android Android 4.4 or later • Smartphones • Tablets Google Play APK file Android, maybe Fire OS or Sailfish OS Download the Android APK file directly. It'll probably work on Blackberry and Sailfish OS as well, but it isn't officially supported. Download .apk Actionbound started in Berlin 2012. We've been giving it a lot of love since then. It started out as an educational project, but it's now used by people all over the world for all kinds of different things. Give it a try – you'll surely find a use for it, too. © Actionbound BlogPricingTestimonialsGeneral Terms and Conditions and Privacy StatementTeam FAQForumDownloadsContact usLegal Notice – Impressum Attention Your changes cannot be saved. Either you are no longer logged in or there is no connection to the Actionbound server. OK",,,,,,,,,,,,,,,,,,,,,,,
https://edenweb.coralgables.com/Default.asp?Build=LI.LicensingHome&amp;ClearErrors=Y,Invoice: Business Licenses,"Home Citizen Services Business Services Back to Coral Gables.com Licensing Logon Help Contact Welcome to City of City of Coral Gables online Renewal Service for Local Business Tax and Certificate of Use. <a class=""SMWHITE"" href=""Default.asp?Build=LI.liOrgActivities.Search&Mode=ClearBo&BOName=liOrgActivities""><b>Make Payment</b></a>Make Payment Please Logon or Register... Please Logon Here. Registered Users New? Register Here. New Users Forgot your Password? Email Password City of Coral Gables Online Services Contact Us The City's online services are protected with an SSL encryption certificate. For technical assistance, please call 305-569-2448 (8am-5pm, M-F).",,,,,,,,,,,,,,,,,,,,,,,
https://edenweb.coralgables.com/Default.asp?Build=LI.LicensingHome&amp;ClearErrors=Y,Invoice: Certificate of Use,"Home Citizen Services Business Services Back to Coral Gables.com Licensing Logon Help Contact Welcome to City of City of Coral Gables online Renewal Service for Local Business Tax and Certificate of Use. <a class=""SMWHITE"" href=""Default.asp?Build=LI.liOrgActivities.Search&Mode=ClearBo&BOName=liOrgActivities""><b>Make Payment</b></a>Make Payment Please Logon or Register... Please Logon Here. Registered Users New? Register Here. New Users Forgot your Password? Email Password City of Coral Gables Online Services Contact Us The City's online services are protected with an SSL encryption certificate. For technical assistance, please call 305-569-2448 (8am-5pm, M-F).",,,,,,,,,,,,,,,,,,,,,,,
https://edenweb.coralgables.com/Default.asp?Build=AR.CustomerHome&amp;ClearErrors=Y,Pay an Invoice,"Home Citizen Services Business Services Back to Coral Gables.com Customer Services Logon Help Contact Welcome to the City of Coral Gables online Accounts Receivable service. This service allows customers to view detailed invoice information and pay invoices by credit card. Please Logon or Register... Please Logon Here. Registered Users New? Register Here. New Users Forgot your Password? Email Password City of Coral Gables Online Services Contact Us The City's online services are protected with an SSL encryption certificate. For technical assistance, please call 305-569-2448 (8am-5pm, M-F).",,,,,,,,,,,,,,,,,,,,,,,
https://edenweb.coralgables.com/Default.asp?Build=PM.PermitsHome,Permits,"Home Citizen Services Business Services Back to Coral Gables.com Permits and Inspections Logon Help Contact Welcome to the City of Coral Gables Online Services <a class=""SMWHITE"" href=""Default.asp?Build=PM.pmPermit.SearchForm&utask=normalview""><b>Permits Inquiry</b></a>Permits Inquiry The City's Online Services revolutionizes the process of exchanging information with your City-government by providing instant access to information on the status of Building and Zoning, Fire, Historical Resources, Public Works and Public Service permits and inspections on commercial and residential properties. This system is available 24 hours a day, seven days a week from the comfort of home or office, eliminating the need to call or personally visit City departments. Permits & Inspections <a class=""SMWHITE"" href=""Default.asp?Build=PM.pmPermit.Estimate1&Mode=ClearBo&BOName=pmPermit""><b>Estimate Fees</b></a>Estimate Fees Welcome to Permits and Inspections services. The icon for Permits Inquiry enables the user to track permits and obtain detailed descriptions and comments posted by inspectors and plan reviewers. The system is updated every day to ensure you have access to the latest information. The City of Coral Gables will soon allow for the application of certain types of permits online. Click on Permits Inquiry to start. (Only permits post Dec 17, 2007) <a class=""SMWHITE"" href=""Default.asp?Build=PL.plParcel.SearchForm""><b>Parcels Inquiry</b></a>Parcels Inquiry Please Logon or Register... Please Logon Here. Registered Users New? Register Here. New Users Forgot your Password? Email Password The City's online services are protected with an SSL encryption certificate. For technical assistance, please call 305-569-2448 (8am-5pm, M-F).",,,,,,,,,,,,,,,,,,,,,,,
https://edenweb.coralgables.com/Default.asp?Build=AR.CustomerHome&amp;ClearErrors=Y,Property Leases,"Home Citizen Services Business Services Back to Coral Gables.com Customer Services Logon Help Contact Welcome to the City of Coral Gables online Accounts Receivable service. This service allows customers to view detailed invoice information and pay invoices by credit card. Please Logon or Register... Please Logon Here. Registered Users New? Register Here. New Users Forgot your Password? Email Password City of Coral Gables Online Services Contact Us The City's online services are protected with an SSL encryption certificate. For technical assistance, please call 305-569-2448 (8am-5pm, M-F).",,,,,,,,,,,,,,,,,,,,,,,
https://edenweb.coralgables.com/Default.asp?Build=AR.CustomerHome&amp;ClearErrors=Y,Stormwater,"Home Citizen Services Business Services Back to Coral Gables.com Customer Services Logon Help Contact Welcome to the City of Coral Gables online Accounts Receivable service. This service allows customers to view detailed invoice information and pay invoices by credit card. Please Logon or Register... Please Logon Here. Registered Users New? Register Here. New Users Forgot your Password? Email Password City of Coral Gables Online Services Contact Us The City's online services are protected with an SSL encryption certificate. For technical assistance, please call 305-569-2448 (8am-5pm, M-F).",,,,,,,,,,,,,,,,,,,,,,,
https://edenweb.coralgables.com/Default.asp?Build=AR.CustomerHome&amp;ClearErrors=Y,Special Assessment,"Home Citizen Services Business Services Back to Coral Gables.com Customer Services Logon Help Contact Welcome to the City of Coral Gables online Accounts Receivable service. This service allows customers to view detailed invoice information and pay invoices by credit card. Please Logon or Register... Please Logon Here. Registered Users New? Register Here. New Users Forgot your Password? Email Password City of Coral Gables Online Services Contact Us The City's online services are protected with an SSL encryption certificate. For technical assistance, please call 305-569-2448 (8am-5pm, M-F).",,,,,,,,,,,,,,,,,,,,,,,
https://web1.vermontsystems.com/wbwsc/flcoralgableswt.wsc/splash.html,Parks and Recreation,"This site can’t be reached web1.vermontsystems.com took too long to respond. Try: * Checking the connection * Checking the proxy and the firewall ERR_CONNECTION_TIMED_OUT null Reload Details Check your Internet connection Check any cables and reboot any routers, modems, or other network devices you may be using. Allow Chrome to access the network in your firewall or antivirus settings. If it is already listed as a program allowed to access the network, try removing it from the list and adding it again. If you use a proxy server… Check your proxy settings or contact your network administrator to make sure the proxy server is working. If you don't believe you should be using a proxy server: Go to Applications > System Preferences > Network > Advanced > Proxies and deselect any proxies that have been selected. web1.vermontsystems.com took too long to respond.",,,,,,,,,,,,,,,,,,,,,,,
https://www.governmentjobs.com/careers/coralgablesfl,Careers in Coral Gables,,,,,,,,,,,,,,,,,,,,,,,,
https://www.publicpurchase.com/gems/register/vendor/register,Vendors and Bids,"Chat HelpLogin Home RegisterWhy Us?FAQAgency Vendor Registration * Step 1 Plan * Step 2 Company Info * Step 3 Classifications * Step 4 Regions * Step 5 Notifications * Step 6 Confirmation * Step 7 Complete Registration Type: Select a Plan Register for Bid Syndication Register for Free Let us do the work for you! Our Bid Syndication completely automates the entire bid market place. Our Proprietary system syndicates the market place by scanning and syndicating thousands of Bids across the country. No more searching for work. The business is now waiting for you in your Inbox. Its a THREE TRILLION DOLLAR a year industry. What part of this is yours? Click on Bid Syndication below and see what is available for your business today. Bid syndication starts at: $399.00 for 12 months . The Public Purchase Bid Board posts business opportunities from over 1450 Government Institutions and has millions of dollars in government bids each year. You can register directly with any of these agencies. All Business opportunities are available online and available for download. Many bids allow you to respond electronically saving your company precious time and money. Accessing the Bid Board and responding to bids is absolutely FREE. * All the benefits of free registration * Sell to over 1450 Government agencies * No researching for bids * Respond to documents electronically such as W-9's * Customized results for your area and business * Cut your costs in responding Electronically * 193,500+ bid opportunities * Free Registration * Cut costs in finding and responding to bids [More Info] * Monitoring 18,350+ Government Institutions [More Info] * If you are already a vendor in Public Purchase, please login and signup right from your home page. Bid Syndication Free Plan Access to Registered Agency Bids Email Invitations from Registered Agencies Access to Non Registered Agency Bids Notifications of Non Registered Agency Bids Ability to Search through Bids Advertising Directory Browse Bids by Classification Respond to Bids Electronically Access to Agencies Bids 18350+ 1450+ Total available bids YTD 193500+ 8130+ Questions? Please contact our support team at vendorsupport@publicpurchase.com Customer Support: support@publicpurchase.com | Copyright 1999-2021 © | The Public Group, LLC. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,
https://cityofcoralgables.t2hosted.com/cmn/displayAnnouncement.aspx,Parking Permit Renewal,"Toggle navigation MENU * PARKING PORTAL * PERMITS + View Your Permits + Get Permits + Submit Residential Permit Documents * VEHICLES * MORE o PERMITS - View Your Permits - Get Permits - Submit Residential Permit Documents o VEHICLES * 0 + No Notifications * (0 ITEMS $0.00) * LOGIN + LOGIN <div class=""overlay"" style=""color:#fff; padding: 40vh 10vw; text-align: center;""> <p>JavaScript is required, but is either not supported or not enabled in your browser.</p> </div> RENEWAL PERIOD IS CLOSED PORTAL WILL REOPEN MARCH 25-31 · All existing parking permits must be renewed prior to the 1st calendar day of the month to avoid deactivation or loss of space. · Residential Permit documentation can only be uploaded during renewal period. · To renew your existing Parking/Residential permit after renewal period is closed, please contact our office by email parking@coralgables.com or telephone 305-460-5540.",,,,,,,,,,,,,,,,,,,,,,,
https://lobbyist.coralgables.com/SignIn.aspx?ReturnUrl=%2F,Lobbyist Registration Portal,,,,,,,,,,,,,,,,,,,,,,,,
